Shimmer_5F42_TimestampSync_Unix_CAL,Shimmer_5F42_Accel_WR_X_CAL,Shimmer_5F42_Accel_WR_Y_CAL,Shimmer_5F42_Accel_WR_Z_CAL,Shimmer_5F42_Gyro_X_CAL,Shimmer_5F42_Gyro_Y_CAL,Shimmer_5F42_Gyro_Z_CAL,Shimmer_5F42_Mag_X_CAL,Shimmer_5F42_Mag_Y_CAL,Shimmer_5F42_Mag_Z_CAL,Shimmer_5F42_Quat_Madge_9DOF_W_WR_CAL,Shimmer_5F42_Quat_Madge_9DOF_X_WR_CAL,Shimmer_5F42_Quat_Madge_9DOF_Y_WR_CAL,Shimmer_5F42_Quat_Madge_9DOF_Z_WR_CAL,
1.5825467836590942E12,0.9072411729503291,9.47935368043088,3.2076600837821663,-0.41371052237688966,-0.424187995809011,0.8103577308786111,-0.3868065967016492,0.20089955022488756,0.24737631184407796,-0.1217020416738212,-0.1546220151844304,-0.563846354354254,-0.8020959631828016,
1.582546783678615E12,0.9622980251346499,9.464991023339318,3.2052663076002395,-0.3975452776530459,-0.2754078730728936,0.6457117198024247,-0.383808095952024,0.21889055472263869,0.2383808095952024,-0.12150464839449135,-0.15457895469896227,-0.5639583757288913,-0.8020554330144132,
1.5825467836981357E12,0.9551166965888689,9.46259724715739,3.222022740873728,-0.6166741505762611,-0.21374045801526717,0.4304744798682833,-0.38980509745127434,0.2128935532233883,0.239880059970015,-0.12138431764639417,-0.15448551631866395,-0.5639884381145057,-0.8020705170684406,
1.5825467837176565E12,0.9503291442250149,9.450628366247756,3.229204069419509,-0.6747492890285887,0.04580152671755725,0.6124831612034125,-0.38830584707646176,0.2128935532233883,0.24587706146926536,-0.12133142539331652,-0.15445063659018063,-0.5639106579834199,-0.8021399228822987,
1.5825467837371772E12,0.931178934769599,9.476959904248952,3.226810293237582,-0.9226163747941923,-0.21493788355036647,0.6100883101332135,-0.38530734632683655,0.21589205397301348,0.2518740629685157,-0.12143785582923344,-0.15449324323949584,-0.5637588282995469,-0.8022223310774028,
1.582546783756698E12,0.935966487133453,9.45541591861161,3.233991621783363,-0.6873222571471337,0.030833707528813214,0.6058973207603652,-0.3823088455772114,0.2143928035982009,0.239880059970015,-0.12133865089256068,-0.15437553859532088,-0.5637454021237548,-0.8022694350823193,
1.5825467837762188E12,0.933572710951526,9.453022142429683,3.233991621783363,-0.9845831462355934,-0.2020655590480469,0.8157461457865588,-0.39430284857571213,0.20689655172413793,0.23238380809595202,-0.12110404228854266,-0.15416384261579907,-0.5637827104341528,-0.8023193728103705,
1.5825467837957397E12,0.8976660682226212,9.491322561340514,3.210053859964093,-0.8031731776680135,-0.6936087412064058,0.4867534800179615,-0.3823088455772114,0.2143928035982009,0.24437781109445278,-0.1212283990311712,-0.1541319858600865,-0.5637759241373338,-0.8023114816368144,
1.5825467838152605E12,0.9766606822262118,9.460203470975463,3.233991621783363,-0.6442149378835502,-0.1389013620715461,0.4807663523424636,-0.3913043478260869,0.20539730134932532,0.2563718140929535,-0.12137147408496292,-0.15432858844441966,-0.5635531941107299,-0.8024085302854091,
1.5825467838347812E12,0.9503291442250149,9.436265709156194,3.2363853979652903,-0.60619667714414,-0.19877263882652313,0.637928453824278,-0.3823088455772114,0.21139430284857572,0.24137931034482757,-0.12130692310605026,-0.1543138249201762,-0.5634981601901603,-0.8024597792458839,
1.582546783854302E12,0.9622980251346499,9.460203470975463,3.2435667265110713,-0.7199521029785962,0.4936386768447834,0.9767998802574462,-0.39280359820089955,0.19790104947526235,0.2383808095952024,-0.12109903149857687,-0.15420558653884764,-0.5634523744520761,-0.8025441317302335,
1.5825467838738228E12,0.940754039497307,9.486535008976661,3.229204069419509,-0.8244274809160305,-0.11225864391558137,0.5247717407573717,-0.3913043478260869,0.21139430284857572,0.239880059970015,-0.12099061045887725,-0.1540726008751776,-0.5634912406172627,-0.8025587377805841,
1.5825467838933435E12,0.9599042489527229,9.484141232794734,3.2172351885098744,-0.7049842837898518,0.05987127675497702,0.5460260440053886,-0.38530734632683655,0.2128935532233883,0.24437781109445278,-0.12092793275758666,-0.1540612729130954,-0.5634861111255969,-0.8025739603525178,
1.5825467839128643E12,0.952722920406942,9.453022142429683,3.2196289646918013,-0.9202215237239936,0.15776081424936358,0.5080077832659782,-0.38080959520239877,0.2128935532233883,0.2353823088455772,-0.12076113413084143,-0.15391883495127212,-0.5635177968698808,-0.8026041573164145,
1.582546783932385E12,0.933572710951526,9.436265709156194,3.241172950329144,-0.6711570124232898,-0.14428977697949388,0.37778775632390355,-0.39280359820089955,0.21139430284857572,0.25037481259370314,-0.12084599155931279,-0.1538949126061663,-0.5634040660886744,-0.8026758128364999,
1.5825467839519058E12,0.9766606822262118,9.460203470975463,3.245960502692998,-0.6870229007633587,-0.26463104325699716,0.7843137254901961,-0.38530734632683655,0.2083958020989505,0.24437781109445278,-0.12079219821008347,-0.1539944415178804,-0.5632888702801591,-0.8027456667286809,
1.5825467839714265E12,0.9503291442250149,9.47935368043088,3.222022740873728,-0.6936087412064063,0.15626403233048963,0.5684777727885045,-0.38980509745127434,0.2098950524737631,0.24137931034482757,-0.12068026145892766,-0.15389335822432815,-0.5633311251842419,-0.8027522358656497,
1.5825467839909473E12,0.9575104727707959,9.467384799521245,3.233991621783363,-0.7238437359676694,-0.07783265978146978,0.5603951504265827,-0.39280359820089955,0.2128935532233883,0.24287856071964017,-0.12057023394123406,-0.15382358684150904,-0.5633375125415682,-0.8027776589953456,
1.5825467840104683E12,0.9575104727707959,9.460203470975463,3.2363853979652903,-0.6678640922017661,-0.26313426133812323,0.4352641820086814,-0.3823088455772114,0.20389805097451275,0.2353823088455772,-0.12050227609136098,-0.15376827665870746,-0.5633357479969074,-0.8027996970471386,
1.582546784029989E12,0.9742669060442848,9.45541591861161,3.238779174147217,-0.7816195180362221,-0.20386169735069587,0.3062415806017066,-0.383808095952024,0.2098950524737631,0.2353823088455772,-0.12037420139595793,-0.15369134329387343,-0.5633435731004566,-0.8028281517742266,
1.5825467840495098E12,0.952722920406942,9.474566128067025,3.233991621783363,-0.6463104325699746,-0.4190989372848374,0.5262685226762458,-0.38830584707646176,0.20239880059970014,0.24287856071964017,-0.12041418235154239,-0.15372988987605293,-0.563288543724296,-0.8028533877092803,
1.5825467840690305E12,0.9455415918611609,9.484141232794734,3.2052663076002395,-0.5642867834156563,-0.3945517138152971,0.21912887292321492,-0.39280359820089955,0.21889055472263869,0.2518740629685157,-0.12049624638012749,-0.1537602967755131,-0.5633191440320215,-0.8028137814654382,
1.5825467840885513E12,0.9646918013165768,9.450628366247756,3.26032315978456,-0.9148331088160455,0.4298757671007334,0.4379583894626549,-0.3778110944527736,0.2098950524737631,0.24437781109445278,-0.120497211612179,-0.15373712148184104,-0.5631382875031652,-0.8029449474404643,
1.582546784108072E12,0.9670855774985039,9.45541591861161,3.229204069419509,-0.7265379434216435,0.6472085017212994,0.5250710971411467,-0.38980509745127434,0.21739130434782608,0.24887556221889054,-0.12039038202688444,-0.15367069780126874,-0.5631047527019681,-0.8029972042523853,
1.5825467841275928E12,0.933572710951526,9.4721723518851,3.250748055056852,-0.39425235743152215,0.14249363867684448,0.520580751384523,-0.38830584707646176,0.2128935532233883,0.24137931034482757,-0.12030407563335069,-0.15352492690315606,-0.5631532533042786,-0.8030040096401716,
1.5825467841471135E12,0.9455415918611609,9.448234590065828,3.26032315978456,-0.6798383475527616,0.03382727136656193,0.32180811255800007,-0.3868065967016492,0.20539730134932532,0.239880059970015,-0.12028203225129326,-0.15341467368837736,-0.5630944631549247,-0.8030696085513727,
1.5825467841666343E12,0.9622980251346499,9.467384799521245,3.253141831238779,-0.5807513845232749,0.35204310731926364,-0.02813950007483883,-0.38830584707646176,0.2128935532233883,0.2368815592203898,-0.12013909845691564,-0.1531928729398396,-0.5631663807982967,-0.8030829149228277,
1.582546784186155E12,0.952722920406942,9.46259724715739,3.2315978456014363,-0.39305493189642265,0.22092501122586436,0.28109564436461626,-0.3868065967016492,0.21889055472263869,0.25337331334332835,-0.12020442933009452,-0.15322718824866866,-0.5631168191869821,-0.8031013459704631,
1.582546784205676E12,0.952722920406942,9.443447037701974,3.245960502692998,-0.4915431821583594,0.291872474180512,0.3071396497530309,-0.39280359820089955,0.2143928035982009,0.24437781109445278,-0.12011143220054851,-0.15310512572290041,-0.5631304265903087,-0.8031289977209919,
1.5825467842251968E12,0.947935368043088,9.436265709156194,3.229204069419509,-0.17482412812453216,0.040413111809609464,0.31612034126627736,-0.38980509745127434,0.22188905547226387,0.24437781109445278,-0.12000496594961242,-0.1530150425949903,-0.563233580678785,-0.8030897449742713,
1.5825467842447175E12,0.9646918013165768,9.45541591861161,3.2483542788749253,-0.3254003891632988,0.23439604849573403,0.2161353090854665,-0.3748125937031484,0.21739130434782608,0.24437781109445278,-0.1200052512238894,-0.15302713380449773,-0.5631857735159329,-0.8031209252083598,
1.5825467842642383E12,0.935966487133453,9.467384799521245,3.2315978456014363,-0.16943571321658418,-0.21164496332884314,0.2266127825175869,-0.38530734632683655,0.21739130434782608,0.25037481259370314,-0.12011384655391405,-0.15306381933591745,-0.5631904057328552,-0.8030944514605901,
1.582546784283759E12,0.9503291442250149,9.484141232794734,3.2315978456014363,-0.13171680886094897,0.09250112258643921,0.5343511450381679,-0.38830584707646176,0.2128935532233883,0.24737631184407796,-0.12009077401293601,-0.15307910034146016,-0.5632326046351943,-0.803065394666884,
1.5825467843032798E12,0.9790544584081388,9.481747456612807,3.2196289646918013,-0.26283490495434797,-0.27361173477024375,-0.06496033527914986,-0.3823088455772114,0.2128935532233883,0.2353823088455772,-0.11998804505257898,-0.15302568669623842,-0.5633835359830094,-0.802985055675936,
1.5825467843228005E12,0.9766606822262118,9.438659485338121,3.238779174147217,-0.4963328842987577,-0.707079778476276,-0.04400538841490806,-0.3823088455772114,0.20389805097451275,0.2518740629685157,-0.12026990340313459,-0.1532811162236981,-0.5631730202373995,-0.8030418413889174,
1.5825467843423213E12,0.9718731298623579,9.45541591861161,3.2363853979652903,-0.454123634186499,-0.7531806615776082,-0.4981290226014069,-0.38980509745127434,0.2098950524737631,0.24737631184407796,-0.12045070453408155,-0.153346006842307,-0.5631353375069199,-0.8030287800656525,
1.582546784361842E12,0.9790544584081388,9.474566128067025,3.238779174147217,-0.4765753629696151,-0.47447986828319133,-0.3729980541835054,-0.383808095952024,0.20239880059970014,0.2383808095952024,-0.12052088167357602,-0.15334444067720324,-0.5631462786540294,-0.8030108769077402,
1.5825467843813628E12,0.9886295631358468,9.400359066427288,3.233991621783363,-0.5624906451130068,-0.7573716509504563,-0.3682083520431073,-0.3868065967016492,0.20539730134932532,0.24737631184407796,-0.12070025571949208,-0.15349836874138367,-0.5630125507877208,-0.8030482966288438,
1.5825467844008835E12,0.9168162776780371,9.41472172351885,3.229204069419509,-0.7181559646759469,0.2784014369106423,-0.6819338422391859,-0.39430284857571213,0.21139430284857572,0.24587706146926536,-0.12082038640080633,-0.15323308282102843,-0.5630339585005067,-0.8030658865462865,
1.5825467844204045E12,1.0388988629563136,9.460203470975463,3.2555356074207062,-0.4981290226014069,0.3011525220775332,-0.2999550965424337,-0.38980509745127434,0.21739130434782608,0.24287856071964017,-0.12063394448460822,-0.15322340599325843,-0.563039340960226,-0.8030919871502791,
1.5825467844399253E12,0.9766606822262118,9.481747456612807,3.28426092160383,-0.36970513396198157,0.2936686124831614,-0.47328244274809156,-0.4002998500749625,0.20689655172413793,0.2383808095952024,-0.1205155288017166,-0.15297180002853114,-0.5631024458987003,-0.8031134858390656,
1.582546784459446E12,0.9766606822262118,9.491322561340514,3.26032315978456,-0.3256997455470736,0.40203562340966936,-0.7516838796587337,-0.3913043478260869,0.21139430284857572,0.24137931034482757,-0.12049023211746006,-0.15277637303611186,-0.5631774095521381,-0.8031019170543391,
1.5825467844789668E12,0.9575104727707959,9.42429682824656,3.245960502692998,-0.19368358030234964,0.2020655590480469,-0.4358628947762311,-0.39280359820089955,0.20539730134932532,0.2353823088455772,-0.12039364455720163,-0.15255479818612114,-0.5632881266507948,-0.8030808740561962,
1.5825467844984875E12,0.9814482345900658,9.464991023339318,3.2363853979652903,-0.06226612782517576,0.5121987726388267,-0.17572219727585697,-0.3913043478260869,0.20539730134932532,0.239880059970015,-0.12027541111346161,-0.15244916758101654,-0.5633868879471868,-0.8030493703842417,
1.5825467845180083E12,0.935966487133453,9.467384799521245,3.241172950329144,-0.22421793144738802,0.4322706181709325,-0.2891782667265379,-0.38080959520239877,0.20389805097451275,0.24587706146926536,-0.1204337158294488,-0.1524006482988546,-0.5633435381095881,-0.8030652654422127,
1.582546784537529E12,0.8976660682226212,9.4721723518851,3.226810293237582,-0.3529411764705881,0.5121987726388267,-0.09399790450531367,-0.38830584707646176,0.2143928035982009,0.24287856071964017,-0.12043945969313137,-0.15215693146587225,-0.5634566511155242,-0.8030312615766554,
1.5825467845570498E12,0.8976660682226212,9.481747456612807,3.233991621783363,-0.25056129321957776,0.8157461457865589,0.5774584643017513,-0.3823088455772114,0.2128935532233883,0.24737631184407796,-0.12044418483436263,-0.15204897764302633,-0.563467334025053,-0.8030435045649743,
1.5825467845765706E12,0.8856971873129862,9.50329144225015,3.226810293237582,-0.2023649154318216,0.6310432569974556,0.6088908845981141,-0.38530734632683655,0.21739130434782608,0.24287856071964017,-0.12035384231006335,-0.15185547841812377,-0.5636056223070722,-0.8029966181868172,
1.5825467845960913E12,0.9096349491322561,9.441053261520048,3.253141831238779,-0.3577308786109863,-0.024547223469540292,0.5825475228259243,-0.3868065967016492,0.21739130434782608,0.25037481259370314,-0.12041065556299056,-0.15188161944564327,-0.5635076611628781,-0.8030519058642489,
1.582546784615612E12,0.9790544584081388,9.45541591861161,3.2675044883303412,-0.2975602454722346,0.4705882352941175,1.1686873222571468,-0.39730134932533734,0.21739130434782608,0.24887556221889054,-0.12014243150394291,-0.15195081731099844,-0.5634378607118675,-0.80312796140296,
1.582546784635133E12,0.93836026331538,9.460203470975463,3.277079593058049,0.20655590480466998,0.2565484208950757,1.2282592426283492,-0.3913043478260869,0.21589205397301348,0.25337331334332835,-0.1200686087551093,-0.15206909348280948,-0.5633468482651344,-0.8031804582711589,
