Left_Ankledors,Left_Ankleprog,Left_AnkleRot,Left_Hip_AbdAdd,Left_Hip_FlexExt,Left_Hip_IntExt,Left_KneeAbdAdd,Left_KneeFlexExt,Left_KneeIntExt,Right_Ankledors,Right_Ankleprog,Right_AnkleRot,Right_Hip_AbdAdd,Right_Hip_FlexExt,Right_Hip_IntExt,Right_KneeAbdAdd,Right_KneeFlexExt,Right_KneeIntExt
-24.4397284,-43.80053582,67.94826396,47.14863457,-22.12619489,-10.74561368,48.40846203,10.7801694,2.334457511,4.72481815,-4.20911649,55.83653466,56.5311169,-35.26812302,-26.78988459,39.75120276,14.08974828,-4.657554599
-24.46557291,-43.7897768,67.92881043,47.15770699,-22.11630518,-10.74501546,48.39533318,10.8092567,2.337363688,4.785811805,-4.28432982,55.70176466,56.55595019,-35.35536541,-26.90011677,39.70223405,14.12347816,-4.656708305
-24.45143923,-43.80243777,67.92461707,47.16530277,-22.11404696,-10.7469445,48.38493721,10.79114296,2.342218729,4.867097829,-4.390708842,55.62471402,56.61571683,-35.39739296,-26.93895022,39.64188935,14.09254469,-4.688698674
-24.45590312,-43.8069523,67.9163975,47.17220903,-22.11965794,-10.75418552,48.37472568,10.79626915,2.342047184,4.864279225,-4.417219586,55.5095474,56.66259154,-35.447296,-26.98634664,39.58757029,14.08558155,-4.715765819
-24.43087126,-43.81306649,67.8927851,47.16504743,-22.11824585,-10.76047523,48.37790114,10.81257217,2.367021137,4.788658188,-4.324730625,55.70620302,56.62793803,-35.29777198,-26.87673471,39.64967073,14.04466731,-4.681075837
-24.43516273,-43.80118138,67.89669072,47.15307591,-22.13158306,-10.77116669,48.3794565,10.82579924,2.366118556,4.888586718,-4.297736906,55.79559681,56.58248616,-35.21754788,-26.82387455,39.70766651,14.0330812,-4.642608747
-24.46453604,-43.80006164,67.89893627,47.13985375,-22.15695414,-10.79052148,48.38195202,10.83997398,2.342839395,4.874880982,-4.322879314,55.65597949,56.63600708,-35.21819047,-26.854697,39.65809672,14.01567626,-4.625052303
-24.45696151,-43.79561168,67.9056001,47.12926801,-22.18279594,-10.82160212,48.36374256,10.84660237,2.34472176,4.830991921,-4.324965106,55.90058991,56.65870669,-35.27937863,-26.92955149,39.62085088,14.01037383,-4.628750076
-24.43900949,-43.80544075,67.92433733,47.12203331,-22.19607781,-10.83729675,48.34558271,10.84679531,2.33622778,4.656355891,-4.239049402,55.94711296,56.71431506,-35.26660657,-26.9321466,39.56922646,13.97811441,-4.637769682
-24.43514141,-43.80883194,67.93350183,47.1175863,-22.20656104,-10.84715443,48.32675113,10.85942306,2.341510669,4.627017491,-4.226490188,55.79283842,56.68360034,-35.25818661,-26.9493448,39.58801938,13.99804498,-4.609132785
-24.41999566,-43.81374776,67.93793919,47.11307472,-22.21886176,-10.85807554,48.3079452,10.87706013,2.362673882,4.756157541,-4.318094243,55.72967008,56.6709736,-35.30020493,-26.93082117,39.5983495,13.97925103,-4.675099204
-24.41000251,-43.77249096,67.919275,47.10414418,-22.24158091,-10.88466985,48.29121033,10.88720081,2.374598728,4.571113442,-4.229097877,55.68604186,56.63846589,-35.3327134,-26.95484545,39.615583,14.01843063,-4.667994562
-24.40092126,-43.73440224,67.83144827,47.10697516,-22.24507958,-10.88888948,48.27796931,10.98105058,2.448531136,4.682524937,-4.346418486,55.82672978,56.62665156,-35.32953402,-26.9479247,39.63412629,14.02165113,-4.682455844
-24.40455717,-43.69828351,67.80699065,47.1083853,-22.26026398,-10.90105576,48.26840707,11.02244777,2.46751383,4.632077322,-4.351590739,55.72604552,56.60803937,-35.35135283,-26.97023458,39.64747888,14.06346466,-4.664135283
-24.38511184,-43.67178765,67.78864264,47.11876425,-22.27012027,-10.90995295,48.25033736,11.065631,2.509433469,4.63730809,-4.221814975,55.65313178,56.54887083,-35.33837001,-26.96837736,39.70417647,14.11266687,-4.629747931
