Left_Hip_FlexExt,Left_Hip_AbdAdd,Left_Hip_IntExt,Left_KneeFlexExt,Left_KneeAbdAdd,Left_KneeIntExt,Left_AnkleRot,Left_Ankledors,Left_Ankleprog,Right_Hip_FlexExt,Right_Hip_AbdAdd,Right_Hip_IntExt,Right_KneeFlexExt,Right_KneeAbdAdd,Right_KneeIntExt,Right_AnkleRot,Right_Ankledors,Right_Ankleprog
-22.78513181,46.39805332,-9.593595776,10.83530388,45.54816728,2.685570307,67.41399418,-22.07321047,-44.46299521,-34.50332137,54.57052907,-25.82032812,15.22635031,34.72102303,-4.294992362,57.42004303,5.996846479,1.394670024
-22.79936383,46.39071974,-9.610986912,10.82115204,45.56885308,2.677399227,67.43751783,-22.08370611,-44.49855957,-34.42279637,54.54064317,-25.75558757,15.18801079,34.76490824,-4.280128468,57.24716943,6.000180513,1.40360829
-22.8100788,46.39776173,-9.626058223,10.81095839,45.57371873,2.681634482,67.46801549,-22.09770522,-44.53177596,-34.45706207,54.52452594,-25.75305623,15.18489196,34.78278415,-4.301042067,57.23754686,5.881352271,1.505000955
-22.81995284,46.403648,-9.635480002,10.83159114,45.56308046,2.699826912,67.4699335,-22.10923464,-44.54476532,-34.5400155,54.49801261,-25.7899591,15.20184057,34.79694002,-4.326946095,57.40846461,6.013714786,1.413159657
-22.831951,46.40034572,-9.638231553,10.8330214,45.56374332,2.703291571,67.4863659,-22.1094656,-44.56136179,-34.69645725,54.52901509,-25.91851014,15.24713877,34.73822473,-4.342415369,57.44769446,6.129261588,1.22720004
-22.83714659,46.39432437,-9.646328826,10.83200201,45.56481634,2.714360436,67.48940058,-22.11384084,-44.57573624,-34.81992287,54.58139936,-25.98942389,15.26935758,34.67014687,-4.390023306,57.36406402,5.940577154,1.231589897
-22.84155946,46.39114653,-9.646080778,10.81063944,45.60734272,2.727336498,67.53144464,-22.13169267,-44.61016209,-34.81001981,54.69775473,-25.96446785,15.18704728,34.57551154,-4.424097214,57.51347541,5.827527559,1.361702989
-22.84987767,46.39138354,-9.647204016,10.79271573,45.64391295,2.719377129,67.5740672,-22.13970008,-44.64989194,-34.87866638,54.7135759,-25.9885275,15.18063633,34.5530278,-4.458749892,57.34643744,5.876253108,1.347887192
-22.85981105,46.39138855,-9.64851054,10.80283208,45.65441208,2.744005994,67.5622228,-22.1320823,-44.65996439,-34.89636559,54.75267045,-25.95930692,15.11552734,34.52392977,-4.503339404,57.26733064,5.834996947,1.380223687
-22.85081356,46.39514849,-9.630581129,10.76985859,45.66623714,2.728289812,67.57533475,-22.11474549,-44.66594074,-34.87580367,54.75317035,-25.91159608,15.06272685,34.53866786,-4.533495658,57.32517,5.653151527,1.493632163
-22.85004626,46.3973566,-9.62289866,10.74875626,45.67992949,2.713566529,67.60148625,-22.11362215,-44.68780506,-34.75110376,54.79518032,-25.7469234,14.89675253,34.55345792,-4.610212796,57.48448642,5.756434856,1.417165736
-22.84159462,46.40063955,-9.611284042,10.72472929,45.67732408,2.683165527,67.60262907,-22.14126957,-44.68165967,-34.5911813,54.82637953,-25.62361158,14.7868731,34.56635605,-4.592081792,57.34968185,5.699697078,1.46199423
-22.82922229,46.40506736,-9.595915026,10.73371949,45.67456918,2.689321237,67.60340306,-22.13551568,-44.68812276,-34.60622533,54.85264862,-25.67095179,14.79764623,34.53515688,-4.550233024,57.5590527,5.614585265,1.524447741
-22.82636369,46.4097626,-9.585483682,10.73487253,45.68558275,2.68684016,67.60667721,-22.15291891,-44.70372024,-34.65679551,54.88415461,-25.67250037,14.780628,34.50883037,-4.609119707,57.71457574,5.712509897,1.41271412
-22.83273476,46.40412678,-9.57162769,10.73388656,45.7030604,2.711358794,67.60867644,-22.12586702,-44.73720541,-34.6981328,54.90839403,-25.72939153,14.79209745,34.46917259,-4.61245828,57.77028815,5.493085682,1.535092067
-22.84446122,46.39929689,-9.561242333,10.73212637,45.71768722,2.715777547,67.62992076,-22.13320105,-44.76135867,-34.74214251,54.95144914,-25.71864419,14.76715402,34.42055435,-4.676480935,57.601947,5.398825277,1.596758489
-22.8611905,46.39308674,-9.56448137,10.71412649,45.73353755,2.696273761,67.67102606,-22.14804076,-44.78180924,-34.7442933,55.00010505,-25.70934124,14.72476013,34.36848077,-4.70382648,57.53639408,5.578333206,1.509623759
-22.86717081,46.40811615,-9.555432276,10.68132088,45.73200676,2.65553132,67.71114096,-22.16418545,-44.80046496,-34.74979539,55.04959301,-25.70430244,14.71477125,34.30976929,-4.706889274,57.39178868,5.726721604,1.450542005
-22.88261033,46.42200393,-9.556295383,10.64271317,45.721775,2.630525637,67.72532511,-22.16696604,-44.80185857,-34.8152244,55.0759899,-25.7263658,14.71929378,34.2653615,-4.753758216,57.30676971,5.608395877,1.618101776
-22.90724387,46.43142441,-9.560939099,10.65514037,45.71876503,2.65102478,67.72765488,-22.1643051,-44.80761102,-34.75944418,55.05428087,-25.66444271,14.69371582,34.29180122,-4.747137591,57.50708812,5.594744615,1.749180464
-22.93507016,46.43976073,-9.575018484,10.65430285,45.7160073,2.660356126,67.72282439,-22.14659341,-44.77291684,-34.73019459,55.01503589,-25.68285879,14.75250276,34.31741116,-4.67968429,57.59878864,5.767708572,1.681749389
-22.9626062,46.44832342,-9.594013275,10.64926164,45.73498345,2.64311808,67.72341957,-22.17339708,-44.74657646,-34.68312231,54.98412456,-25.67511284,14.78069799,34.34600537,-4.633437086,57.50339797,5.882751138,1.538672611
-22.98550682,46.45216012,-9.613814841,10.65479152,45.75518959,2.675954379,67.73265054,-22.14188355,-44.74227627,-34.76572615,54.94592587,-25.76124189,14.84280129,34.36264102,-4.613175727,57.39388726,5.757626805,1.447919954
-23.02118481,46.4509789,-9.645963411,10.67050878,45.76224939,2.71050606,67.74767095,-22.11122439,-44.7783663,-34.77680505,54.92452947,-25.78893778,14.87899792,34.38131812,-4.590822566,57.30891758,5.579547786,1.577561802
-23.05248235,46.44236783,-9.671567502,10.6518087,45.772588,2.696926115,67.77270722,-22.11405247,-44.79772386,-34.78875247,54.86653137,-25.77377206,14.90033157,34.43750236,-4.61423483,57.15580632,5.61640231,1.616530134
-23.09081947,46.43129921,-9.707126537,10.65817956,45.78544486,2.7118209,67.79598176,-22.0958417,-44.82700635,-34.81590337,54.80447989,-25.78367882,14.93039605,34.48132864,-4.627484596,57.25271502,5.787563153,1.5242941
-23.12205111,46.41774944,-9.741292263,10.6794428,45.8010258,2.721878628,67.81866665,-22.11390914,-44.83781805,-34.82004823,54.74355454,-25.78556365,14.9488025,34.52669017,-4.621724976,57.30802464,5.967398407,1.400831086
-23.15093646,46.4075466,-9.77290595,10.67661791,45.8154221,2.695760703,67.83068042,-22.13196141,-44.85897143,-34.80687828,54.69249982,-25.78541699,14.97797205,34.57583471,-4.580362007,57.26695638,5.793211491,1.497705787
-23.19072397,46.39425932,-9.819627769,10.71293555,45.83412093,2.674066891,67.8113827,-22.16255553,-44.87999535,-34.86867421,54.64300716,-25.80604302,15.01502272,34.61761161,-4.581379777,57.12524559,5.680829614,1.552144855
-23.22339727,46.38679077,-9.862268846,10.73834686,45.84027884,2.671795124,67.80807436,-22.18562912,-44.89778919,-34.80705194,54.59822303,-25.77890231,15.01653765,34.66200297,-4.514030851,57.30903889,5.793602908,1.460543832
-23.25757139,46.37697384,-9.90668918,10.75157763,45.84675055,2.639082396,67.83378624,-22.23037095,-44.90716397,-34.75687697,54.56259988,-25.73421067,15.01863893,34.70448086,-4.474730757,57.18623364,5.925311014,1.355727981
-23.29590009,46.36502909,-9.947343411,10.75781404,45.86902097,2.640931139,67.88944491,-22.22794476,-44.94861291,-34.74979462,54.53766851,-25.67321658,15.02950745,34.74161264,-4.492616406,57.36629073,5.906923577,1.365686328
-23.32709788,46.35260238,-9.991221669,10.80569483,45.8936888,2.668566118,67.87491797,-22.23085499,-44.96423331,-34.74619237,54.5134545,-25.66907226,15.05824012,34.76275485,-4.484184399,57.54452937,5.789871613,1.442725201
-23.36388988,46.33677335,-10.04505126,10.83164562,45.9090965,2.676171817,67.88472888,-22.23278195,-44.96357227,-34.72838528,54.48784358,-25.67331537,15.05241602,34.78450423,-4.450647092,57.51758054,5.612429802,1.560079201
-23.38304855,46.32243117,-10.0771998,10.86365489,45.93399853,2.656080895,67.89234065,-22.27295416,-44.94757817,-34.68741399,54.43723917,-25.74058592,15.1287972,34.81583166,-4.294862454,57.34574898,5.6581347,1.552386722
-23.41674899,46.30749485,-10.10458736,10.89993943,45.95857347,2.636294555,67.86867512,-22.32154836,-44.96047694,-34.72162134,54.38509033,-25.8090267,15.22546013,34.8474845,-4.194141132,57.31901646,5.861077078,1.434897085
-23.44207438,46.28793122,-10.14229338,10.94087084,45.97464094,2.636534136,67.86837493,-22.33878178,-44.97179443,-34.64797723,54.35213251,-25.80304566,15.238341,34.88393051,-4.105308964,57.50392953,5.982752176,1.369436551
-23.46464657,46.27528874,-10.15716218,10.96332552,45.97862923,2.633039089,67.8892694,-22.35902189,-44.9723253,-34.48288927,54.29983036,-25.64254902,15.16496733,34.96820422,-4.106530404,57.69863231,5.873291919,1.459710338
-23.47504683,46.26759356,-10.15366593,10.97627102,45.97278842,2.622258354,67.89363084,-22.36908137,-44.96182231,-34.41336955,54.23431375,-25.57538935,15.15865968,35.03555367,-4.09405825,57.8102655,5.689955335,1.538632626
-23.49599615,46.24659057,-10.15992707,10.95495815,45.97261863,2.593094481,67.87407382,-22.37087531,-44.96339156,-34.45957208,54.27388059,-25.62466127,15.17818343,34.97387496,-4.06365627,57.65867606,5.573190239,1.598164268
-23.51745643,46.22803598,-10.16072869,10.95978704,45.97434186,2.607190728,67.84475144,-22.34514723,-44.9630756,-34.45527714,54.32219196,-25.66494395,15.17951721,34.91027323,-4.000716428,57.48741839,5.673901618,1.52776457
-23.52302412,46.20928097,-10.1558449,11.01425569,45.98076648,2.70176909,67.85572762,-22.28156669,-44.96828649,-34.42820677,54.38686862,-25.64801434,15.14158143,34.8480325,-3.990967075,57.38450894,5.821748947,1.40723132
-23.51635409,46.20180381,-10.12360672,11.00157925,45.98061319,2.713948681,67.86394747,-22.25586438,-44.99311006,-34.41103158,54.40222093,-25.56125294,15.09094426,34.8489136,-4.041086606,57.55564441,5.706028493,1.401889133
-23.52924322,46.18764191,-10.11317598,10.99096542,45.9897717,2.701400389,67.90784343,-22.24922782,-45.01381567,-34.37827245,54.43057701,-25.43653199,15.00023788,34.85130723,-4.121963887,57.54089361,5.562121863,1.525630721
-23.51213333,46.17676555,-10.08677329,10.99535487,45.99983203,2.755936367,67.92934545,-22.22268472,-45.04343715,-34.36051644,54.40442592,-25.32707421,14.94964939,34.90073811,-4.183619001,57.46427328,5.441846118,1.619719638
-23.50293152,46.16572416,-10.05818572,10.98105469,46.01119128,2.763401093,67.91984191,-22.22075665,-45.04440942,-34.26919932,54.40507847,-25.13104676,14.85349976,34.95265685,-4.284929256,57.30539161,5.571523232,1.540392245
-23.49992947,46.15713144,-10.03118639,10.96199474,46.02770817,2.768299842,67.93828363,-22.20826798,-45.05166143,-34.3073792,54.37789385,-25.07082534,14.83540201,34.99374767,-4.372942659,57.33011628,5.754548107,1.429136419
-23.48354044,46.15377972,-9.997494747,10.95290775,46.0404722,2.76960441,67.95357546,-22.20384082,-45.06038872,-34.3087758,54.49237656,-25.0021233,14.75308447,34.9124005,-4.471564307,57.50567581,5.651206498,1.486794679
-23.45723786,46.15255256,-9.957819619,10.97274576,46.02400315,2.780709328,67.93128779,-22.18705831,-45.04213966,-34.41429383,54.53185755,-25.04576902,14.78976448,34.86623307,-4.524487779,57.40781545,5.459054716,1.504370421
-23.43251526,46.14903721,-9.915830567,11.00869973,46.01625812,2.78247094,67.90397712,-22.19237079,-45.02834061,-34.40026635,54.55663632,-24.98142625,14.75085027,34.87075522,-4.594530265,57.42861833,5.234792828,1.563550502
-23.43312555,46.14382518,-9.889778286,11.01087511,46.00534934,2.76352253,67.89475957,-22.1909556,-45.01308276,-34.46016074,54.56529891,-24.96347852,14.73514129,34.87666651,-4.656270834,57.25779929,5.296053183,1.541816917
-23.43516342,46.14276534,-9.864234846,11.04855798,45.99438735,2.766312389,67.84778704,-22.20930368,-44.99538465,-34.52252328,54.56954222,-24.96452524,14.75325702,34.88457864,-4.689768301,57.2761522,5.500505344,1.414394228
-23.43380585,46.15166856,-9.832646058,11.05471034,45.9724144,2.758194125,67.80780361,-22.21833905,-44.95736748,-34.56255139,54.55957496,-24.97456444,14.78964283,34.91121329,-4.685591994,57.29198187,5.697537782,1.289833775
-23.42863607,46.16371142,-9.793511746,11.0410391,45.963454,2.778862146,67.8066147,-22.19245121,-44.9467679,-34.62189892,54.5673278,-24.93130148,14.78433217,34.93636032,-4.763473531,57.30392585,5.508788555,1.388484134
-23.44052666,46.16820132,-9.770727542,11.0190718,45.95809386,2.805480939,67.84573164,-22.17514909,-44.95481359,-34.72566371,54.59019531,-24.97118213,14.82092762,34.91404407,-4.811036498,57.2495712,5.665684644,1.27555703
-23.46698913,46.17146307,-9.749412509,11.0210161,45.95647148,2.827358722,67.85983467,-22.15714086,-44.97126301,-34.79855813,54.62029772,-25.00211807,14.84516369,34.88566823,-4.840038,57.18804726,5.483598958,1.393207404
-23.47336446,46.17741139,-9.713195246,10.9968241,45.9436136,2.858844091,67.91383573,-22.11623522,-44.97932664,-34.83676674,54.60803055,-25.01422105,14.91080819,34.89849884,-4.801397291,57.07408738,5.657403839,1.284896506
-23.48814677,46.17886254,-9.694891078,11.00498752,45.93537252,2.92561153,67.95560992,-22.07250616,-44.99575666,-34.84431582,54.60000435,-25.01978754,14.93260852,34.91533939,-4.764896167,57.18389093,5.832705069,1.16084345
-23.50932139,46.17808063,-9.682044465,10.99683828,45.97040868,2.932699553,68.01031796,-22.06968273,-45.04222248,-34.87628957,54.58992413,-25.0315256,14.95832346,34.92749363,-4.733116778,57.11556636,6.043355755,1.051568481
-23.53272742,46.17679826,-9.678410168,10.97165645,46.00246407,2.900965756,68.04015603,-22.08193711,-45.06113699,-34.91755297,54.58682942,-25.07377075,15.01487629,34.93240463,-4.670413606,57.08296556,6.266606624,0.957822047
-23.56735195,46.17267854,-9.680090626,10.95070109,46.03497637,2.846670005,68.07179221,-22.09465674,-45.07587118,-34.98389525,54.59256999,-25.08890869,15.05064756,34.9390089,-4.675859362,57.22229748,6.240129632,0.861375582
-23.59869916,46.15919964,-9.688244286,10.96326184,46.04781592,2.817844716,68.08247012,-22.11623008,-45.06087474,-35.01849449,54.58605058,-25.09214688,15.07264065,34.95132904,-4.673058977,57.42035954,6.240010255,0.808572592
-23.61415804,46.14182468,-9.690011316,10.96096009,46.06404107,2.771668173,68.07525035,-22.14972717,-45.03618576,-35.08053341,54.57492746,-25.11010525,15.0888134,34.97175493,-4.698032012,57.27732767,6.147684974,0.839748944
-23.64330913,46.1243768,-9.695900721,10.98292764,46.08043608,2.786794997,68.07651656,-22.13539638,-45.03209667,-35.07828082,54.5801298,-25.08807456,15.06306482,34.99049488,-4.697191563,57.26944247,5.968962139,0.930109074
-23.66897964,46.11459118,-9.695447954,11.01141458,46.09257285,2.821235575,68.08035989,-22.13019315,-45.0470508,-35.09072157,54.68645249,-25.11856931,15.03796489,34.89387096,-4.668035566,57.46897943,5.930973706,0.902311711
-23.68353698,46.10628965,-9.689164356,10.98815676,46.09881449,2.824892,68.13519626,-22.11655393,-45.05110772,-35.07243881,54.80740304,-25.09948646,14.98431671,34.79741173,-4.646262413,57.29827456,5.91306132,0.944593888
-23.69223361,46.10221572,-9.670954098,11.00070588,46.0821169,2.854397338,68.13086675,-22.09012998,-45.03904635,-35.09246796,54.86398994,-25.10092453,14.97251739,34.74897217,-4.623424159,57.15897252,6.078623557,0.859127514
-23.69635823,46.09249212,-9.656413214,11.02446615,46.07085423,2.889485287,68.11325677,-22.08447912,-45.0234541,-35.10596761,54.92423797,-25.08408977,14.93076623,34.70890848,-4.655030718,57.19937713,6.271250518,0.745643656
-23.6884273,46.08975283,-9.617179014,11.01965567,46.06591128,2.913530704,68.0976835,-22.08386265,-45.01514446,-35.01092029,55.02365859,-24.97534555,14.80698175,34.66033643,-4.696632711,57.13822485,6.100400683,0.858922753
-23.68605839,46.07970851,-9.589238234,11.01954706,46.06625452,2.942174678,68.10990224,-22.0767863,-44.98684449,-34.91968178,55.08196714,-24.93040393,14.78193304,34.62269717,-4.646667918,57.02597985,5.95135277,0.975467435
-23.66441754,46.07319612,-9.54264458,11.02529728,46.06553533,3.001504302,68.11751377,-22.03882052,-44.97302355,-34.85819622,55.13921674,-24.87625463,14.76300282,34.58654219,-4.635388915,57.13629211,5.802246588,1.08447004
-23.62497799,46.07311432,-9.485083522,10.97611966,46.06942328,3.016188218,68.14811066,-22.00667223,-44.99143458,-34.71455673,55.1785826,-24.70857681,14.68624777,34.59609907,-4.661169863,57.06508435,5.988069555,0.978564065
-23.59584144,46.06767663,-9.436619146,10.94685454,46.07950419,3.016798464,68.17861046,-22.00457642,-44.99610872,-34.61609033,55.19206688,-24.61537281,14.62858781,34.61480011,-4.666642935,56.95844815,6.127280352,0.891076859
-23.5744068,46.06258554,-9.391923239,10.94635139,46.09021461,3.043205671,68.17675166,-22.00954566,-45.00424562,-34.5854777,55.19183427,-24.57819309,14.61207103,34.63237375,-4.655998123,56.82609314,6.249118003,0.846033914
-23.55151631,46.06488749,-9.34923241,10.95263414,46.09906771,3.065696564,68.20087769,-22.00863074,-44.99911356,-34.5588713,55.18300081,-24.51813408,14.59988127,34.66111425,-4.661824318,56.84735115,6.090716428,0.990724312
-23.53263364,46.06626398,-9.302717464,10.90297947,46.10509827,3.038868271,68.23264754,-21.99602291,-44.99299263,-34.50463082,55.18461274,-24.4253388,14.56246411,34.68892832,-4.697469487,56.91737461,5.911571617,1.126727893
-23.49536715,46.06902617,-9.235082986,10.87096553,46.11296936,2.98388464,68.22060289,-22.04823202,-44.97455773,-34.52014867,55.18536418,-24.3728319,14.55721913,34.70603363,-4.746486153,56.93075205,6.110374292,1.0084407
