Right_Hip_FlexExt,Right_Hip_AbdAdd,Right_Hip_IntExt,Right_KneeFlexExt,Right_KneeAbdAdd,Right_KneeIntExt
-169.5908149,56.71344582,-178.9369971,-1.206109517,80.82565711,-10.73340943
-169.5894424,56.70411077,-178.9399344,-1.202868377,80.81689552,-10.73356535
-169.581909,56.68915452,-178.9379628,-1.19239272,80.80897263,-10.72903893
-169.5914133,56.67281741,-178.9512033,-1.212179276,80.79896751,-10.7478483
-169.578885,56.65733053,-178.9466954,-1.219168975,80.79080013,-10.76135979
-169.5781101,56.64183283,-178.9540354,-1.200520366,80.78278842,-10.74593018
-169.5726874,56.6246171,-178.9454608,-1.184624841,80.77485823,-10.73093261
-169.5648359,56.60960832,-178.9422721,-1.170443617,80.76706319,-10.72343093
-169.572556,56.59532924,-178.9513293,-1.143003935,80.76145704,-10.69490425
-169.5679231,56.58249117,-178.9556039,-1.112659569,80.75336963,-10.66491663
-169.5582686,56.57169563,-178.9555414,-1.111101638,80.74526957,-10.66831791
-169.5526933,56.55837587,-178.9542565,-1.094937659,80.73657044,-10.65392308
-169.5552649,56.5501452,-178.9579012,-1.081235548,80.72854844,-10.64140335
-169.555341,56.54097957,-178.9544364,-1.106853666,80.71839762,-10.67227829
-169.5526172,56.5320363,-178.9552113,-1.122573326,80.71003991,-10.68616921
-169.5502177,56.5229812,-178.9565367,-1.147713346,80.70032953,-10.7161425
-169.534738,56.5146782,-178.9450644,-1.197712698,80.69033591,-10.77395806
-169.5274653,56.50786232,-178.9424017,-1.216381612,80.68092715,-10.79788921
-169.5309969,56.50161273,-178.9466223,-1.215858284,80.67294668,-10.80077735
-169.518298,56.49608773,-178.9431688,-1.188729753,80.6645956,-10.78306389
-169.5447403,56.4900742,-178.9635282,-1.230405555,80.65575274,-10.82183455
-169.5482128,56.48490136,-178.9766389,-1.220337941,80.64794336,-10.81281414
-169.5526886,56.47848538,-178.9786056,-1.216825328,80.63915902,-10.81863434
-169.5530179,56.47068121,-178.9726516,-1.247437142,80.62998084,-10.85372387
-169.5613026,56.46349905,-178.9790972,-1.246643945,80.62185251,-10.85997826
-169.5570685,56.45785886,-178.9866129,-1.255185435,80.61359482,-10.87377238
-169.5708958,56.45092778,-178.9974442,-1.265049389,80.6052661,-10.88677793
-169.5722136,56.43655926,-178.9982196,-1.264655879,80.59670225,-10.89130293
-169.5799343,56.42343919,-179.0102084,-1.254158067,80.58910404,-10.8875985
-169.5879707,56.40993299,-179.0180229,-1.265070619,80.58145006,-10.90441468
