Right_Hip_FlexExt,Right_Hip_AbdAdd,Right_Hip_IntExt,Right_KneeFlexExt,Right_KneeAbdAdd,Right_KneeIntExt
-169.3577532,4.635069306,177.6267652,7.851973544,29.29915841,-1.769945218
-169.3565548,4.631839386,177.6344374,7.847894024,29.30647352,-1.773582718
-169.3584953,4.631033592,177.628393,7.848101207,29.3142107,-1.768080221
-169.3566801,4.624709284,177.6187343,7.855205177,29.32219902,-1.750706588
-169.3497852,4.618374354,177.6125159,7.849992738,29.32864843,-1.750377278
-169.3524987,4.610157735,177.607025,7.847644171,29.33463646,-1.742844264
-169.3507903,4.603674774,177.5993599,7.851871899,29.34128868,-1.733285016
-169.346207,4.597816401,177.6071019,7.847891281,29.35091064,-1.739761845
-169.3582815,4.598857202,177.6066727,7.838073633,29.36053022,-1.742516657
-169.355897,4.602583125,177.6002159,7.833420265,29.37057289,-1.74213978
-169.3607872,4.606103691,177.5944515,7.834721693,29.38069197,-1.739519975
-169.3613966,4.608032714,177.5993947,7.836371953,29.39096303,-1.746283715
-169.3658952,4.608410891,177.6012496,7.830224976,29.39776827,-1.749019529
-169.370297,4.604147957,177.6030081,7.832961656,29.40512357,-1.746152229
-169.3613163,4.600619225,177.6061035,7.830531405,29.41166108,-1.747345726
-169.3702452,4.595038651,177.6089953,7.814397018,29.41742548,-1.754230347
-169.3660319,4.594156351,177.5991587,7.812327032,29.42364997,-1.748618648
-169.363052,4.595510647,177.5997126,7.805233578,29.4343506,-1.749285881
-169.3546544,4.600311144,177.5963358,7.807020557,29.44093483,-1.757897794
-169.3524463,4.60229742,177.6068023,7.804004217,29.4473409,-1.760810551
-169.3489327,4.603241687,177.6190271,7.813693097,29.45269926,-1.767087838
-169.3526233,4.604015889,177.6292546,7.809654203,29.45692154,-1.780581502
-169.3483401,4.607461082,177.6368736,7.812998082,29.46318239,-1.791431538
-169.3448473,4.60061201,177.6526317,7.811026599,29.46998604,-1.802821138
-169.3315603,4.59395653,177.6695083,7.821258046,29.47680642,-1.807135186
-169.3236885,4.58866987,177.6805738,7.825968427,29.48350081,-1.812463215
-169.315137,4.582501667,177.6989698,7.830411713,29.49020606,-1.822603533
-169.30905,4.573167011,177.7110555,7.832761085,29.49229201,-1.830243527
-169.3109736,4.5790773,177.7089226,7.831997535,29.49205063,-1.829879499
-169.3216407,4.585268402,177.7063472,7.83620869,29.49177997,-1.827716576
-169.3150615,4.592431567,177.701671,7.843907886,29.49133534,-1.827706403
-169.3190688,4.599243587,177.6988645,7.841933663,29.49111913,-1.830953729
-169.3212721,4.602614129,177.6897477,7.844619608,29.48695097,-1.824459493
-169.3223208,4.598081255,177.6824194,7.849045137,29.48406853,-1.81390935
-169.3300632,4.592940873,177.6787385,7.845275534,29.48063637,-1.80612283
-169.3335267,4.588228532,177.6741101,7.840939198,29.47717858,-1.800134437
-169.3401642,4.582722349,177.6713453,7.832484709,29.47312377,-1.790145396
-169.3391711,4.585648136,177.6740316,7.832328136,29.47763827,-1.788039242
-169.3321359,4.585546129,177.6805444,7.838016146,29.4843693,-1.795927316
-169.3287367,4.584147875,177.6930648,7.839467573,29.49100048,-1.804365096
-169.3200714,4.584325031,177.6945909,7.847391363,29.49658823,-1.806988167
-169.30621,4.583894828,177.7043756,7.846966852,29.50187296,-1.815869165
-169.3027969,4.580942482,177.701037,7.850592584,29.5037928,-1.811733095
-169.3037144,4.579249113,177.7008323,7.846958682,29.5025501,-1.80861196
-169.3070763,4.578473381,177.6994158,7.840291469,29.50188395,-1.809019132
-169.3098794,4.579879311,177.686465,7.839561138,29.50247714,-1.797262268
-169.3169641,4.579792993,177.6855967,7.838772083,29.50318267,-1.794093489
-169.3142721,4.58022036,177.6846972,7.832096267,29.50325913,-1.795874822
-169.311817,4.577326099,177.6817136,7.839423251,29.5029424,-1.792741301
-169.3089033,4.575082886,177.6750456,7.83611326,29.50244715,-1.788802942
-169.3025837,4.57038473,177.6835551,7.834236435,29.50132069,-1.798177935
-169.3016347,4.56714214,177.6815555,7.833265895,29.50063427,-1.798298359
-169.2929794,4.562615471,177.6836638,7.831487185,29.49793958,-1.803159887
-169.2992904,4.565526632,177.6674368,7.832001845,29.49920624,-1.787120129
-169.2983796,4.567679192,177.6561114,7.830425075,29.50008545,-1.77634767
-169.301076,4.569166603,177.6485529,7.826820491,29.50159033,-1.769841364
-169.3087757,4.569637065,177.644641,7.824139231,29.50307075,-1.767746387
-169.3195186,4.577446101,177.6354794,7.820504135,29.51057797,-1.769078294
-169.3164327,4.589166703,177.6317874,7.819011509,29.51908168,-1.773539841
-169.310017,4.599655122,177.6316346,7.825634923,29.52728017,-1.77808234
-169.3108493,4.610864544,177.6254327,7.831737022,29.5348867,-1.780237907
-169.3159649,4.621232835,177.6281946,7.832215964,29.54360526,-1.782988145
-169.3195179,4.626997952,177.6145435,7.841487555,29.54573781,-1.77100873
-169.326459,4.623604006,177.6077599,7.83118424,29.54551766,-1.769476544
-169.3279424,4.620065733,177.6076313,7.83018349,29.54604549,-1.768301912
-169.2946189,4.620765241,177.6015522,7.821580245,29.54642007,-1.766002747
-169.2946171,4.622632587,177.6042015,7.818440774,29.55289556,-1.773730406
-169.2927166,4.624992871,177.6065803,7.818376243,29.55912877,-1.778135075
-169.2919394,4.628932633,177.6113739,7.811846301,29.56393359,-1.791062396
-169.289239,4.634204868,177.6135943,7.812475844,29.56912246,-1.797183084
-169.2976317,4.637564028,177.6192547,7.8087162,29.57294978,-1.799163539
-169.2999018,4.639224506,177.628677,7.81375263,29.57554638,-1.802864281
-169.3100603,4.641355401,177.6369639,7.800668871,29.57780983,-1.813509113
-169.3185681,4.64606735,177.6411534,7.79389204,29.58093025,-1.823368762
-169.3257349,4.651694476,177.6387847,7.788382835,29.58439444,-1.825729955
-169.3286697,4.658101619,177.6394958,7.790278578,29.58818341,-1.822795525
-169.3445605,4.662155691,177.6334198,7.791493629,29.58950927,-1.815059386
-169.3535212,4.66486493,177.6391806,7.782995517,29.59079726,-1.817729854
-169.3492553,4.664961772,177.6438594,7.778932247,29.58829333,-1.81980194
-169.3586854,4.66301169,177.6511096,7.766016178,29.58420853,-1.827926609
-169.3678483,4.662553901,177.6490262,7.765208456,29.58006594,-1.826229707
-169.3790037,4.659817749,177.6477006,7.764252934,29.57539596,-1.824553216
-169.3830462,4.655040717,177.6648404,7.755792445,29.57019382,-1.8321187
-169.3954152,4.661113962,177.6638199,7.751539626,29.5681783,-1.83067474
-169.4042732,4.667114355,177.6633051,7.746994443,29.56667847,-1.828917633
-169.4201676,4.675174221,177.6502133,7.742888477,29.56567816,-1.814757836
-169.433827,4.679372072,177.6410327,7.741213575,29.5617478,-1.803764811
-169.4453316,4.684597312,177.6300438,7.745187897,29.55916354,-1.790339769
-169.44936,4.681801803,177.6304135,7.739873594,29.5556978,-1.782274529
-169.457558,4.67891853,177.6328803,7.736781218,29.55191533,-1.771300479
-169.4540263,4.67885543,177.6282155,7.743393204,29.54922184,-1.759517501
-169.460026,4.684066726,177.6284235,7.741349169,29.55255721,-1.761564175
-169.4544934,4.688737147,177.6388361,7.747323812,29.55596394,-1.76756064
-169.450629,4.691818824,177.6499332,7.747779569,29.56190202,-1.773850796
-169.4593556,4.692483136,177.6642633,7.74160267,29.56701328,-1.788300153
-169.457287,4.693062915,177.6796117,7.73454857,29.571233,-1.80558903
-169.4560392,4.694347517,177.6902572,7.734304952,29.57475463,-1.810991721
-169.4607535,4.694429741,177.7059244,7.732253319,29.57843108,-1.819399621
-169.465965,4.702802758,177.7053183,7.73139675,29.58143017,-1.821972733
-169.4694866,4.711005135,177.7082228,7.722543659,29.58506558,-1.827360029
-169.4762476,4.717602931,177.7219377,7.717334944,29.58825057,-1.838158602
-169.4791585,4.720534052,177.7142329,7.710327325,29.58448943,-1.832771112
-169.4871454,4.72202464,177.7138893,7.704154425,29.5815382,-1.827632982
-169.4919095,4.721130936,177.7129952,7.699291012,29.5783558,-1.821614674
-169.4991116,4.721907339,177.7014246,7.693860461,29.57499277,-1.812128607
-169.5090078,4.719569429,177.7041906,7.693341862,29.57253565,-1.810101025
-169.5161284,4.71939255,177.6950727,7.69957803,29.57074747,-1.797786037
-169.5168415,4.719204568,177.6928033,7.692722849,29.56848691,-1.805287728
-169.5238871,4.720428415,177.678364,7.689291456,29.57077672,-1.791888749
-169.5303493,4.718613381,177.6808441,7.68459154,29.57272823,-1.791339761
-169.5392621,4.71807068,177.6800279,7.675146919,29.57487584,-1.783846558
-169.534317,4.722021895,177.6891276,7.673328929,29.58132319,-1.792413403
-169.5410206,4.724816261,177.7003372,7.669097655,29.58830201,-1.796837833
-169.5343313,4.731403865,177.7073661,7.674155016,29.59277564,-1.805893412
-169.5338999,4.738778663,177.7074242,7.670558001,29.59679049,-1.814149509
-169.5336477,4.747524647,177.6979517,7.68195924,29.60031216,-1.809802549
-169.5325247,4.749245137,177.6959396,7.684731652,29.59787025,-1.807461881
-169.5376816,4.752103595,177.6876527,7.680012395,29.59541918,-1.809028932
-169.5336549,4.756402154,177.6903464,7.678032425,29.59152038,-1.810382244
-169.541038,4.759290707,177.6888389,7.675973251,29.58674108,-1.809370143
-169.5506501,4.762484674,177.6841786,7.675128539,29.58189114,-1.802595061
-169.5438359,4.770371468,177.686374,7.681221179,29.5820898,-1.803617889
-169.5520867,4.77890914,177.6792366,7.675590518,29.58221901,-1.807403509
-169.5458893,4.783765855,177.68587,7.675445295,29.58352815,-1.817685862
-169.5458309,4.788952024,177.6883962,7.671322808,29.5852551,-1.823468875
-169.5377166,4.79414169,177.694174,7.677551119,29.58580374,-1.831390028
-169.5347207,4.797796318,177.6972172,7.673622287,29.58469087,-1.836213209
-169.5296874,4.801591476,177.697338,7.671917275,29.5836029,-1.834022838
-169.5264779,4.80797602,177.6918451,7.672520845,29.58110746,-1.831399351
-169.5267044,4.815035369,177.6839974,7.674926309,29.57857845,-1.829733534
-169.5294087,4.817984769,177.6749479,7.67385637,29.57223549,-1.818468813
-169.5329266,4.820289263,177.6722433,7.675285732,29.5657664,-1.816278652
-169.5410504,4.820632797,177.6732722,7.671949973,29.55945978,-1.814152384
-169.5447677,4.819249723,177.6695276,7.667147753,29.55282142,-1.812293897
-169.5475543,4.817843436,177.6673359,7.666314922,29.5471845,-1.807137526
-169.5586997,4.817705204,177.6573009,7.664850723,29.54228997,-1.793507042
-169.5612727,4.819693101,177.6419927,7.667394552,29.5369277,-1.784626867
-169.5697178,4.818431378,177.6364996,7.669764058,29.53225472,-1.773591022
-169.5678739,4.817830709,177.6343599,7.669474376,29.52818085,-1.768548649
-169.5859213,4.818441135,177.6191119,7.667818516,29.52532628,-1.754610851
-169.5842292,4.822561152,177.6220779,7.672898267,29.52730843,-1.756013946
-169.5835156,4.826090575,177.6311569,7.673053702,29.52978734,-1.763224502
-169.5862985,4.829773912,177.6417041,7.669936882,29.53327636,-1.760261905
-169.5839395,4.837753359,177.6393925,7.678193225,29.53502656,-1.762091215
-169.5834845,4.844296724,177.644413,7.685765672,29.53649151,-1.761659463
-169.5767336,4.850934957,177.6489005,7.685799946,29.53802778,-1.763154918
-169.5754103,4.85753386,177.6529369,7.689405826,29.53908811,-1.768823874
-169.572843,4.863223903,177.660342,7.691985912,29.54110703,-1.773331172
-169.5735786,4.86283647,177.6744531,7.683307073,29.54534894,-1.785175561
-169.5789961,4.862126197,177.6869442,7.675431918,29.54977353,-1.798719274
-169.5810885,4.861778299,177.6859904,7.672934041,29.55138869,-1.799917725
-169.5891245,4.860383411,177.6830262,7.668711098,29.55338372,-1.794936712
-169.5883003,4.86100199,177.6783957,7.668080534,29.55611674,-1.793723322
-169.6003301,4.861934328,177.6786504,7.65610705,29.55741924,-1.798578162
-169.6085992,4.863811493,177.6790131,7.656228504,29.55959987,-1.791911348
-169.6265571,4.86410347,177.6668332,7.654474267,29.55868693,-1.785217272
-169.6412846,4.862971805,177.6615421,7.646009142,29.55682314,-1.780498173
-169.655026,4.863052307,177.6531546,7.636069451,29.55560067,-1.770600185
-169.6652601,4.862795394,177.6472006,7.628059086,29.55339081,-1.761930945
-169.6701026,4.863466275,177.6355106,7.629267991,29.55084618,-1.75221334
-169.6728308,4.866219429,177.6410002,7.621781211,29.55190554,-1.755194745
-169.6836444,4.869539843,177.6416423,7.613133546,29.55389419,-1.754933202
-169.703099,4.87287878,177.6406817,7.604579166,29.55532597,-1.751482887
-169.7091979,4.876912458,177.6375418,7.60392887,29.55600686,-1.743545691
-169.7087909,4.881659129,177.6407289,7.605470092,29.55604027,-1.745750539
-169.720407,4.882846074,177.6350378,7.602786007,29.55360352,-1.740369688
-169.7395953,4.882203812,177.635332,7.58784226,29.54959999,-1.749015401
-169.7109603,4.886328932,177.6326339,7.575736636,29.54572983,-1.743760907
-169.7317591,4.886512325,177.6196443,7.566624349,29.54346924,-1.726691837
-169.7463864,4.885123436,177.6221018,7.563037544,29.54073384,-1.72411031
-169.7381951,4.888718391,177.6305417,7.567150778,29.54220016,-1.729813412
-169.7425498,4.890588491,177.6331841,7.566624615,29.54199287,-1.732423022
-169.7368048,4.89429922,177.6365727,7.570222151,29.54110263,-1.738001719
-169.7392515,4.895338369,177.6502071,7.568383869,29.53716154,-1.748793851
-169.7342568,4.897635649,177.6606811,7.575815082,29.53319045,-1.754339368
-169.7383016,4.897141398,177.6649009,7.574674019,29.52602904,-1.756906286
-169.7428818,4.898881328,177.6620121,7.572945179,29.51964364,-1.758291965
-169.747904,4.899021396,177.667785,7.567818003,29.51397768,-1.756414919
-169.7515125,4.899724013,177.6676628,7.574322653,29.51180245,-1.752516033
-169.7532882,4.89918472,177.6752876,7.568958352,29.50870441,-1.760502252
-169.7550826,4.900582192,177.6875874,7.56960466,29.50806268,-1.769374075
-169.7599861,4.901673931,177.6984835,7.566072414,29.50757394,-1.778186677
-169.765122,4.90379158,177.7076978,7.563864,29.50735525,-1.787192181
-169.7774799,4.907090881,177.7111757,7.563629575,29.50600157,-1.787440354
-169.7747275,4.911428275,177.7176938,7.570858273,29.50570656,-1.785731869
-169.7859041,4.914306401,177.714732,7.562575294,29.50325188,-1.781111856
-169.8057538,4.914517866,177.7184172,7.549431337,29.49975516,-1.780190731
-169.8090757,4.915091832,177.7269829,7.541552979,29.49670039,-1.784621986
-169.8207027,4.918666025,177.7279816,7.539600798,29.49574279,-1.781899361
-169.8233799,4.924573523,177.7238054,7.541165232,29.49578353,-1.771097011
-169.8282475,4.931421401,177.7182109,7.543519877,29.49727755,-1.763242454
-169.8327464,4.937794723,177.7147946,7.540583851,29.49913272,-1.754147136
-169.8344279,4.944252414,177.7130299,7.542323374,29.50178694,-1.75347429
-169.8417143,4.952241435,177.7071345,7.538500524,29.50416397,-1.749339389
-169.8463414,4.956713782,177.7163805,7.531623519,29.50097595,-1.760916251
-169.8406323,4.962795486,177.7179741,7.534405608,29.49885094,-1.761124065
-169.8415205,4.968190437,177.7221072,7.527919121,29.49596055,-1.769975799
-169.8356912,4.973323104,177.7246801,7.524044868,29.49329823,-1.772040213
-169.8422624,4.971362392,177.7395451,7.518613066,29.49053486,-1.776122777
-169.84234,4.972059812,177.7430088,7.510081969,29.48950029,-1.781287795
-169.8406844,4.973576899,177.741197,7.505424004,29.48845797,-1.783544268
-169.8453019,4.973666027,177.7481142,7.502643995,29.48869774,-1.782245526
-169.8562559,4.975440782,177.7471811,7.501722988,29.48967358,-1.779635115
-169.8588172,4.97830467,177.7536399,7.502599222,29.49054249,-1.78217346
-169.8698862,4.980576714,177.7528924,7.503919661,29.48765074,-1.780164799
-169.8709098,4.98455677,177.7446035,7.508243196,29.48411934,-1.770473635
-169.8889704,4.986555295,177.7368134,7.500166783,29.48008617,-1.766060425
-169.894576,4.990928775,177.7180986,7.506466723,29.47600392,-1.749738242
-169.8967227,4.993847845,177.7012338,7.515151366,29.47140219,-1.732367995
-169.8868683,5.001631825,177.6980642,7.525150106,29.47348785,-1.730904348
-169.8756505,5.009575712,177.6989562,7.528915386,29.47585152,-1.73573066
-169.8715302,5.017416834,177.7009433,7.525928354,29.47796661,-1.743246269
-169.8625508,5.025482502,177.7031143,7.535352046,29.47989477,-1.745274071
-169.8526401,5.035046985,177.7139693,7.534780845,29.48051042,-1.75771445
-169.8482188,5.041044196,177.7184448,7.537161891,29.4770251,-1.762302349
-169.8342349,5.047269779,177.7234485,7.545170409,29.47369078,-1.768527796
-169.8304582,5.051224323,177.7323046,7.54665921,29.46917481,-1.742332684
-169.8223942,5.05516188,177.739852,7.548278938,29.46275195,-1.750348151
-169.8138225,5.053039098,177.7423875,7.558680045,29.4567771,-1.753013585
-169.8111206,5.049943658,177.7492012,7.55854507,29.45017089,-1.760046193
-169.8069754,5.047577769,177.755647,7.5603005,29.44262058,-1.766006016
-169.7920508,5.045757208,177.7633471,7.560320147,29.43482041,-1.775487326
-169.7867149,5.042833837,177.7721069,7.55777103,29.4272887,-1.786293629
-169.7988257,5.050690182,177.7727002,7.558404078,29.41974382,-1.785676614
-169.8031757,5.06204236,177.7747635,7.5606665,29.41730255,-1.789089932
-169.7975844,5.074763556,177.769851,7.564102043,29.4147061,-1.793744136
-169.7971214,5.085028614,177.7775879,7.565982485,29.41159813,-1.807591849
-169.7977496,5.09500867,177.7822983,7.56545695,29.40951208,-1.807064771
-169.7943659,5.091995012,177.79003,7.562094152,29.40623704,-1.814664321
-169.796315,5.085717375,177.7852999,7.560526606,29.39936392,-1.805104508
-169.791896,5.079330773,177.7865376,7.564519959,29.39323437,-1.799408824
-169.7848521,5.07590795,177.7781247,7.573999702,29.38882403,-1.78271088
-169.7877459,5.072308131,177.7674975,7.576590188,29.38530122,-1.766254274
-169.7922052,5.074527358,177.7648273,7.580017504,29.38313348,-1.75720043
-169.7998559,5.075531789,177.7541104,7.571752782,29.37730506,-1.74463049
-169.8020767,5.076229235,177.7489737,7.569031426,29.37170809,-1.734434068
-169.8079529,5.077454186,177.7381901,7.566686107,29.36603859,-1.725001266
-169.8097474,5.079328178,177.7294313,7.563773415,29.36086055,-1.71700642
-169.8138779,5.079176203,177.7255164,7.561478292,29.3559023,-1.71514177
-169.8101572,5.082033876,177.7255625,7.565002015,29.35451285,-1.712108847
-169.81034,5.084697483,177.7226819,7.560553355,29.35325731,-1.710543837
-169.8095161,5.087259657,177.721624,7.555690053,29.35160578,-1.707279603
-169.8116199,5.091298117,177.7159981,7.555780837,29.35065862,-1.700637067
-169.8172848,5.092735671,177.7222538,7.547934173,29.34943417,-1.708010998
-169.8156239,5.097049158,177.7316105,7.545706358,29.35285635,-1.719930065
-169.8164018,5.101350447,177.7433112,7.545686847,29.35643367,-1.730040462
-169.8189907,5.10603947,177.7560059,7.54417186,29.35956397,-1.738492465
-169.8182069,5.110388853,177.767924,7.538316575,29.36116985,-1.752772951
-169.8296733,5.1171447,177.7708514,7.529617067,29.36189964,-1.764286583
-169.8405007,5.123146035,177.7713596,7.529181792,29.35841392,-1.76600056
-169.8449244,5.130950371,177.7650945,7.532910438,29.35503755,-1.768760582
-169.8518266,5.137149255,177.7632195,7.536815955,29.35141197,-1.766038772
-169.8526017,5.143989624,177.7590929,7.538673229,29.34695497,-1.765557524
-169.8542763,5.145937065,177.7655782,7.538601701,29.34210264,-1.767064343
-169.8481502,5.148381119,177.7713198,7.541646219,29.33573665,-1.770287669
-169.846941,5.151024804,177.7776196,7.541121421,29.32964777,-1.772425681
-169.8472342,5.153561902,177.7810633,7.540126636,29.32363103,-1.776645411
-169.8459163,5.154343845,177.7946585,7.538933924,29.31617091,-1.779113796
-169.8558352,5.149303071,177.7983043,7.524822903,29.30252709,-1.781267979
-169.856106,5.146034687,177.7968589,7.521771485,29.29038197,-1.77789207
-169.8630076,5.14171376,177.7916182,7.517954046,29.27930734,-1.766289357
